ensemble,n,param_label,param_value,distance_label,d_mean,d_n,d_stdv
gnk,47,n,47,LaplacianSpectralEUL,0.42284396748961633,352,0.035061715346584296
gnk,47,n,47,IpsenMikhailov,0.14003841656784488,352,0.03355843742794779
gnk,47,n,47,HammingIpsenMikhailov,0.16472756882118017,352,0.009563502611023603
gnk,47,n,47,Hamming,0.22598315513198378,352,0.011262210679853918
gnk,47,n,47,GraphDiffusion,1.8547866533334167,352,0.33957040885373424
gnk,47,n,47,Frobenius,22.09688847827757,352,0.5513480300340736
gnk,47,n,47,DistributionalNBD,3.6943158076272335,352,1.2112276326309688
gnk,47,n,47,DeltaCon,5.302708802827567,352,0.2058279324190999
gnk,47,n,47,Jaccard,0.9307937810802002,352,0.014959393041271177
gnk,47,n,47,ResistancePerturbation,14.238390199224932,305,3.894212643384288
gnp,47,n,47,DMeasure,0.0873182487565992,364,0.04472954573493672
gnp,47,n,47,DeltaCon,5.591676144413088,364,0.2322780128507539
gnp,47,n,47,DegreeDivergence,0.08871174471238315,364,0.0342720383447038
gnp,47,n,47,ResistancePerturbation,23.53908132957943,168,4.946351014803318
gnp,47,n,47,QuantumJSD,0.16177499012902985,364,0.008513032157002984
gnp,47,n,47,PortraitDivergence,0.2088182236015113,364,0.05461398755164369
gnp,47,n,47,PolynomialDissimilarity,0.008975609209051692,364,0.00027439695734547676
gnp,47,n,47,NetSimile,10.790821813816258,364,1.9887997078340143
gnp,47,n,47,NetLSD,7.797915815371327,364,6.841806210128968
gnp,47,n,47,LaplacianSpectralGJS,0.36573103322373507,364,0.028416240083322684
gnp,47,n,47,NonBacktrackingSpectral,0.219748104338481,364,0.05167934142349881
gnp,47,n,47,LaplacianSpectralEUL,0.448180999966814,364,0.03585485917714293
gnp,47,n,47,Jaccard,0.94671595403626,364,0.014676958303040902
gnp,47,n,47,IpsenMikhailov,0.1376244053876879,364,0.029410456791326593
gnp,47,n,47,HammingIpsenMikhailov,0.13244271996512796,364,0.00927156664518473
gnp,47,n,47,Hamming,0.17962196883867423,364,0.010844515985922383
gnp,47,n,47,GraphDiffusion,2.2586567279031144,364,0.1610215492489378
gnp,47,n,47,Frobenius,19.697473437886973,364,0.5943307238137747
gnp,47,n,47,DistributionalNBD,4.044600130015954,364,1.265663797428526
gnp,58,n,58,LaplacianSpectralGJS,0.28209782041695386,364,0.02301663438158753
gnp,58,n,58,NetLSD,4.438178968871669,364,4.6673644342225655
gnp,58,n,58,NetSimile,10.462501146975312,364,1.6662014756241723
gnp,58,n,58,NonBacktrackingSpectral,0.20904836495012527,364,0.0505052142987722
gnp,58,n,58,QuantumJSD,0.1791761176326019,364,0.0075028265618162894
gnp,58,n,58,PortraitDivergence,0.20408721028473406,364,0.04728585180643021
gnp,58,n,58,ResistancePerturbation,19.534208922733793,267,4.2696821585005935
gnp,58,n,58,LaplacianSpectralEUL,0.3607605578521296,364,0.030035086852937754
gnp,58,n,58,PolynomialDissimilarity,0.007277257313590891,364,0.0001840176583113245
gnp,58,n,58,Jaccard,0.9473232044041195,364,0.011150201623989105
gnp,58,n,58,DMeasure,0.061991286656242234,364,0.034219569202882424
gnp,58,n,58,HammingIpsenMikhailov,0.13164794702380536,364,0.007632385514856634
gnp,58,n,58,Hamming,0.179544534087077,364,0.009119490152151473
gnp,58,n,58,GraphDiffusion,2.1528866775409212,364,0.3676570776579217
gnp,58,n,58,Frobenius,24.355526718166598,364,0.6193727032301023
gnp,58,n,58,DistributionalNBD,3.318262376757078,364,1.0253528584338694
gnp,58,n,58,DeltaCon,6.156179203396111,364,0.2191351528569299
gnp,58,n,58,DegreeDivergence,0.08357101999814995,364,0.030255599643614666
gnp,58,n,58,CommunicabilityJSD,0.0035182638372786485,364,0.00317044471117058
gnk,58,n,58,DMeasure,0.053388455718613434,352,0.03010578619687011
gnp,58,n,58,IpsenMikhailov,0.12136874498138248,364,0.028582572132534644
gnk,58,n,58,CommunicabilityJSD,0.0031772088554860496,352,0.0028008467976904337
gnk,58,n,58,DegreeDivergence,0.08453787816527282,352,0.03298754840582165
gnk,58,n,58,Jaccard,0.9455912175702818,352,0.011809027250914287
gnk,58,n,58,DeltaCon,6.112307200733608,352,0.20302042804880716
gnk,58,n,58,DistributionalNBD,3.261887763171256,352,1.0754815281077612
gnk,58,n,58,Frobenius,24.94840483161759,352,0.5501010568202384
gnk,58,n,58,GraphDiffusion,2.0766872083290466,352,0.4151753150024137
gnk,58,n,58,Hamming,0.18836195937119152,352,0.00830478255903688
gnk,58,n,58,HammingIpsenMikhailov,0.13738063197772543,352,0.007093470944260864
gnk,58,n,58,IpsenMikhailov,0.12055778217553749,352,0.02596097081794264
gnk,58,n,58,LaplacianSpectralEUL,0.3558353517075501,352,0.028757759042255037
gnk,58,n,58,LaplacianSpectralGJS,0.2756607800157917,352,0.02273305868073286
gnk,58,n,58,NetSimile,10.301678447583425,352,1.624754697043228
gnk,58,n,58,NonBacktrackingSpectral,0.2061188994636633,352,0.04615145849060472
gnk,58,n,58,PolynomialDissimilarity,0.0074546360619276095,352,0.00016531418684233784
gnk,58,n,58,PortraitDivergence,0.20647344169998877,352,0.04529074810371971
gnk,58,n,58,QuantumJSD,0.18362074333938497,352,0.00838257725711743
gnk,58,n,58,ResistancePerturbation,18.238156494719668,293,4.788833097592664
gnk,58,n,58,NetLSD,3.145233226439588,352,3.626503866481282
gnk,72,n,72,DeltaCon,7.034275389040812,352,0.22744474078663887
gnp,72,n,72,DegreeDivergence,0.07723125331344467,364,0.029029984082615475
gnp,72,n,72,DeltaCon,6.8102716731365005,364,0.1976876100495337
gnp,72,n,72,DistributionalNBD,2.6214749328822626,364,0.8238155206507514
gnp,72,n,72,Frobenius,30.327701252150767,364,0.5767101614524025
gnp,72,n,72,GraphDiffusion,1.919696003750934,364,0.6633005824986573
gnp,72,n,72,Hamming,0.17998848270647608,364,0.006833282208022872
gnp,72,n,72,HammingIpsenMikhailov,0.1311656944953894,364,0.006197770551441831
gnp,72,n,72,CommunicabilityJSD,0.0019570460183200287,364,0.001759348081906439
gnp,72,n,72,IpsenMikhailov,0.10397518842693629,364,0.027397200465923987
gnp,72,n,72,LaplacianSpectralEUL,0.2878977882547557,364,0.0244780380793783
gnp,72,n,72,LaplacianSpectralGJS,0.2148827610795665,364,0.01964514739254313
gnp,72,n,72,NetLSD,2.0451238207970737,364,2.555528470566011
gnp,72,n,72,NetSimile,9.943350999710585,364,1.5418438407195931
gnp,72,n,72,NonBacktrackingSpectral,0.20853537257994248,364,0.049947673607423124
gnp,72,n,72,PolynomialDissimilarity,0.0058732135882336315,364,0.00011313493829772163
gnp,72,n,72,PortraitDivergence,0.2104330113147202,364,0.04947570998287307
gnp,72,n,72,Jaccard,0.9475483040021875,364,0.010319630933325285
gnk,72,n,72,DistributionalNBD,2.812960790800875,352,0.8890686829715677
gnk,72,n,72,ResistancePerturbation,22.07432739847947,267,4.893923476104167
gnk,72,n,72,PortraitDivergence,0.18934532463734532,352,0.04095572709685021
gnk,72,n,72,DegreeDivergence,0.0699504309646342,352,0.02532296793414658
gnk,72,n,72,DMeasure,0.05274828963863642,352,0.031029324220349593
gnk,72,n,72,CommunicabilityJSD,0.002660157859175176,352,0.0023924546162763225
gnk,72,n,72,Frobenius,28.131592029566914,352,0.6233532008902023
gnk,72,n,72,GraphDiffusion,2.2416288096933235,352,0.5749597943061374
gnk,72,n,72,Hamming,0.15488535075185408,352,0.006861196727561553
gnk,72,n,72,HammingIpsenMikhailov,0.11362426437463087,352,0.006233863767240489
gnk,72,n,72,QuantumJSD,0.18506885328630196,352,0.007546108235062529
gnk,72,n,72,IpsenMikhailov,0.10351100778971978,352,0.025114926198855393
gnp,72,n,72,QuantumJSD,0.20026675799044863,364,0.008143644053177614
gnk,72,n,72,LaplacianSpectralEUL,0.29728116769030993,352,0.024194610087432677
gnk,72,n,72,LaplacianSpectralGJS,0.22982667828399106,352,0.020128637107702334
gnk,72,n,72,NetLSD,4.2630291348638405,352,4.799822481746306
gnk,72,n,72,NetSimile,9.903103701881939,352,1.6814694867190636
gnk,72,n,72,NonBacktrackingSpectral,0.1973322085021766,352,0.045989659790861975
gnk,72,n,72,PolynomialDissimilarity,0.005443308326981877,352,0.00012053506366703399
gnk,72,n,72,Jaccard,0.9561644910482279,352,0.009735706244577421
gnp,72,n,72,ResistancePerturbation,15.702280749113775,337,4.061648954265706
gnp,72,n,72,DMeasure,0.03947469754993754,364,0.023423635505245993
gnp,89,n,89,DeltaCon,7.51547594552013,364,0.17516004976788527
gnk,89,n,89,ResistancePerturbation,28.281139450367192,230,4.65403586935133
gnk,89,n,89,CommunicabilityJSD,0.0022958257446774174,352,0.002100984128445544
gnk,89,n,89,DMeasure,0.05299501076500333,352,0.02975581022695795
gnk,89,n,89,DegreeDivergence,0.05876711585406364,352,0.02124027306779278
gnk,89,n,89,DeltaCon,8.048485000064801,352,0.2448500645022376
gnk,89,n,89,DistributionalNBD,2.5715960747524886,352,0.9138516550407131
gnk,89,n,89,Frobenius,31.504593775193015,352,0.6238874183892856
gnk,89,n,89,GraphDiffusion,2.51533736525195,352,0.6709781008191481
gnp,89,n,89,DistributionalNBD,2.0075655065751086,364,0.5777944093085439
gnk,89,n,89,Hamming,0.12677828603573588,352,0.005015450542894465
gnk,89,n,89,IpsenMikhailov,0.09328418547141198,352,0.024284007512748406
gnk,89,n,89,Jaccard,0.9645647453849698,352,0.007254281414421347
gnk,89,n,89,LaplacianSpectralEUL,0.24730456063599485,352,0.021588492272836855
gnk,89,n,89,LaplacianSpectralGJS,0.1906542373705997,352,0.018278599889764255
gnk,89,n,89,NetLSD,5.218075117629128,352,4.888820110516731
gnk,89,n,89,NetSimile,9.896621671014861,352,1.7275086749395852
gnk,89,n,89,NonBacktrackingSpectral,0.1992881345596378,352,0.0455759322280716
gnk,89,n,89,PolynomialDissimilarity,0.00398677290561934,352,7.864377934840023e-05
gnk,89,n,89,HammingIpsenMikhailov,0.09410974195405818,352,0.005845711357233373
gnk,89,n,89,PortraitDivergence,0.1770369939843661,352,0.03824986329100658
gnk,89,n,89,QuantumJSD,0.18791731013499546,352,0.006927750170820875
gnp,89,n,89,NetSimile,9.584784384283001,364,1.6300284706890633
gnp,89,n,89,ResistancePerturbation,12.034789000594683,359,2.779335747798259
gnp,89,n,89,QuantumJSD,0.22192069136961853,364,0.007604893161623444
gnp,89,n,89,PortraitDivergence,0.20753508252797612,364,0.04132248268603283
gnp,89,n,89,PolynomialDissimilarity,0.004753517579568839,364,7.653255400741758e-05
gnp,89,n,89,NonBacktrackingSpectral,0.2180350847855108,364,0.04584933384185227
gnp,89,n,89,NetLSD,1.0932762205998652,364,0.9368794346926139
gnp,89,n,89,LaplacianSpectralGJS,0.16168722913210443,364,0.015703959142115437
gnp,89,n,89,Jaccard,0.9469104241524414,364,0.006904493047811668
gnp,89,n,89,LaplacianSpectralEUL,0.22603997696650585,364,0.019296719527588407
gnp,89,n,89,HammingIpsenMikhailov,0.13005007650693517,364,0.005241445202913865
gnp,89,n,89,Hamming,0.1799187430420861,364,0.005778953574687558
gnp,89,n,89,GraphDiffusion,1.9068234445363306,364,0.7236482330845943
gnp,89,n,89,Frobenius,37.533467537817394,364,0.6028523589813002
gnp,89,n,89,CommunicabilityJSD,0.0011423549437067923,364,0.0011181589888496902
gnp,89,n,89,DMeasure,0.029818905700238325,364,0.016032522170936137
gnp,89,n,89,DegreeDivergence,0.06999354858983921,364,0.02163966828685716
gnp,89,n,89,IpsenMikhailov,0.0879186942196487,364,0.022760608898195405
gnk,109,n,109,DistributionalNBD,2.2680040437508358,352,0.6874778687677564
gnk,109,n,109,GraphDiffusion,2.6103222143728355,352,0.9094855808915842
gnk,109,n,109,Frobenius,35.171094469026315,352,0.6122995128328204
gnk,109,n,109,DeltaCon,9.13102411221475,352,0.26110562373081275
gnk,109,n,109,ResistancePerturbation,34.434270586141416,237,5.34297759949716
gnk,109,n,109,DMeasure,0.0463500623398558,352,0.025360101693375877
gnk,109,n,109,CommunicabilityJSD,0.0016996811797851113,352,0.00149693723150978
gnk,109,n,109,Hamming,0.10511210585668776,352,0.00366140597919204
gnk,109,n,109,DegreeDivergence,0.047593211361930184,352,0.01789678085603369
gnp,109,n,109,CommunicabilityJSD,0.0007187400801192806,364,0.000708766214274144
gnk,109,n,109,HammingIpsenMikhailov,0.07798149614792844,352,0.004785529839771815
gnk,109,n,109,IpsenMikhailov,0.07936289500509801,352,0.020570495380868647
gnp,109,n,109,DeltaCon,8.29662096780117,364,0.18638026010438405
gnp,109,n,109,DistributionalNBD,1.594779850495033,364,0.508756731953648
gnp,109,n,109,Frobenius,46.03165752368556,364,0.59763854891047
gnp,109,n,109,GraphDiffusion,1.719628335270668,364,0.8321397619694465
gnp,109,n,109,Hamming,0.18002630503919037,364,0.0046818367843081375
gnp,109,n,109,HammingIpsenMikhailov,0.12984907233600596,364,0.00410949440922249
gnp,109,n,109,IpsenMikhailov,0.07792359046571204,364,0.023294034254707868
gnp,109,n,109,Jaccard,0.9473752598586695,364,0.006223816911268345
gnk,109,n,109,QuantumJSD,0.18798958022892753,352,0.005846416877269272
gnp,109,n,109,LaplacianSpectralEUL,0.18025103615421056,364,0.016154320578602183
gnp,109,n,109,LaplacianSpectralGJS,0.12340750677789061,364,0.013301425043116872
gnp,109,n,109,NetLSD,0.8276593747890799,364,0.6212553548138053
gnp,109,n,109,DegreeDivergence,0.06629519365495037,364,0.020238769212285655
gnp,109,n,109,NetSimile,9.474253522171159,364,1.3787750974297632
gnp,109,n,109,PolynomialDissimilarity,0.00388431350341017,364,5.0707866035058555e-05
gnp,109,n,109,PortraitDivergence,0.18888977983406088,364,0.03664311827965909
gnp,109,n,109,DMeasure,0.021739791357115623,364,0.011314494064179517
gnp,109,n,109,ResistancePerturbation,9.407839375976492,364,1.6022906098834173
gnk,109,n,109,PortraitDivergence,0.1668170136840296,352,0.035357644682980666
gnk,109,n,109,PolynomialDissimilarity,0.0029640561709606814,352,5.134244135403259e-05
gnk,109,n,109,NonBacktrackingSpectral,0.19538364389447868,352,0.0404264756961997
gnk,109,n,109,NetSimile,9.590223229832826,352,1.7671899905776942
gnk,109,n,109,NetLSD,5.203069410642238,352,4.880654560399352
gnk,109,n,109,LaplacianSpectralGJS,0.15994340070096238,352,0.014567715349844825
gnk,109,n,109,LaplacianSpectralEUL,0.20678502808656832,352,0.017076942034422813
gnk,109,n,109,Jaccard,0.9715217111974261,352,0.0061101091753653644
gnp,109,n,109,NonBacktrackingSpectral,0.240739658347495,364,0.05010184332103471
gnp,109,n,109,QuantumJSD,0.24470337146488763,364,0.007417132513370227
gnp,135,n,135,Jaccard,0.9473352183960354,364,0.005054258647920727
gnp,135,n,135,QuantumJSD,0.27035830164205044,364,0.007743330764052795
gnk,135,n,135,CommunicabilityJSD,0.0016703353213677933,352,0.001555333758169431
gnk,135,n,135,DegreeDivergence,0.04038719947327008,352,0.01343921725256127
gnp,135,n,135,CommunicabilityJSD,0.0003926152843745432,364,0.00035408357158563553
gnp,135,n,135,DMeasure,0.01534104654208197,364,0.00826722784630648
gnp,135,n,135,DegreeDivergence,0.05752828103491912,364,0.0163187442487336
gnp,135,n,135,DeltaCon,9.1325830465509,364,0.17348089090005453
gnp,135,n,135,DistributionalNBD,1.2175843805847515,364,0.3458825767859818
gnp,135,n,135,Frobenius,57.093501423675356,364,0.5721975698130165
gnp,135,n,135,GraphDiffusion,1.6188175192541754,364,0.8802756525692812
gnp,135,n,135,Hamming,0.18020975111990623,364,0.003610732416394665
gnp,135,n,135,HammingIpsenMikhailov,0.12922429122079496,364,0.003180256867932219
gnp,135,n,135,IpsenMikhailov,0.06611786697717845,364,0.020178976797822816
gnp,135,n,135,LaplacianSpectralEUL,0.13992783940949757,364,0.013162419069596951
gnp,135,n,135,LaplacianSpectralGJS,0.09365023076478685,364,0.010962337316718855
gnp,135,n,135,NetLSD,0.6213898242335687,364,0.467421710772491
gnp,135,n,135,NetSimile,8.84640864303319,364,1.360875119244169
gnp,135,n,135,NonBacktrackingSpectral,0.27294356950277837,364,0.06561507849431814
gnp,135,n,135,PolynomialDissimilarity,0.0031388131488973786,364,3.1385129702226226e-05
gnp,135,n,135,PortraitDivergence,0.15783518919587802,364,0.03305147614792021
gnp,135,n,135,ResistancePerturbation,7.364415347996789,364,0.9031843599482513
gnk,135,n,135,DMeasure,0.047352493561140956,352,0.024421854338315934
gnk,135,n,135,DeltaCon,10.339992559965062,352,0.2710003584765628
gnk,135,n,135,LaplacianSpectralEUL,0.17130580629200468,352,0.015970478130889365
gnk,135,n,135,QuantumJSD,0.19030938574258177,352,0.005466191023196976
gnk,135,n,135,PortraitDivergence,0.1815749561090132,352,0.04256559025908892
gnk,135,n,135,PolynomialDissimilarity,0.002161254898256886,352,3.389370767825333e-05
gnk,135,n,135,NonBacktrackingSpectral,0.2007605707716148,352,0.04058080733366589
gnk,135,n,135,NetSimile,9.325811044910505,352,1.6743248273295728
gnk,135,n,135,NetLSD,6.8146573350406925,352,5.824724683629969
gnk,135,n,135,LaplacianSpectralGJS,0.13427768244895352,352,0.014218382977771324
gnk,135,n,135,Jaccard,0.9768645048123316,352,0.005231156494340148
gnk,135,n,135,IpsenMikhailov,0.07224486266697108,352,0.018487172300856863
gnk,135,n,135,HammingIpsenMikhailov,0.06444213891921934,352,0.004237009868443128
gnk,135,n,135,Hamming,0.08562066926350166,352,0.002684103134211364
gnk,135,n,135,GraphDiffusion,2.993514547044322,352,0.9583637543735155
gnk,135,n,135,Frobenius,39.35096113916944,352,0.617147944302807
gnk,135,n,135,DistributionalNBD,2.1072419281501213,352,0.694626669794888
gnk,135,n,135,ResistancePerturbation,44.90410679007089,191,6.937676636932683
gnp,166,n,166,CommunicabilityJSD,0.00024917980780481304,364,0.0002405773147599608
gnk,166,n,166,CommunicabilityJSD,0.0014752421789375153,352,0.0013376004873429435
gnk,166,n,166,DegreeDivergence,0.0340929358243059,352,0.011257355978846724
gnk,166,n,166,DeltaCon,11.711269186472427,352,0.33955220794094926
gnk,166,n,166,ResistancePerturbation,55.13830387811857,160,7.517744865186318
gnk,166,n,166,QuantumJSD,0.19070288887912856,352,0.00489406796648731
gnk,166,n,166,PortraitDivergence,0.19368968243478232,352,0.04434031334434676
gnk,166,n,166,PolynomialDissimilarity,0.0015902661986017654,352,2.180884662749638e-05
gnk,166,n,166,NonBacktrackingSpectral,0.20004409928208583,352,0.04367236426566235
gnk,166,n,166,NetSimile,8.810452164504442,352,1.7484837316496902
gnk,166,n,166,NetLSD,8.017916374964585,352,6.33208912118426
gnp,166,n,166,DMeasure,0.013117914508140406,364,0.007840069199376552
gnk,166,n,166,LaplacianSpectralGJS,0.11255797720165416,352,0.014008420332282227
gnk,166,n,166,Jaccard,0.9818587910862587,352,0.004326162563910938
gnk,166,n,166,IpsenMikhailov,0.06505791403851782,352,0.017329346541574128
gnk,166,n,166,HammingIpsenMikhailov,0.05353609544328094,352,0.004007854111178956
gnk,166,n,166,Hamming,0.07003659458128494,352,0.0019181916455444981
gnk,166,n,166,GraphDiffusion,3.1555109911465355,352,1.173304196063757
gnk,166,n,166,Frobenius,43.79432589231295,352,0.6003273048795367
gnk,166,n,166,DistributionalNBD,1.9167750733867273,352,0.7116414556764805
gnk,166,n,166,LaplacianSpectralEUL,0.14220745753569702,352,0.013512352601221491
gnp,166,n,166,DegreeDivergence,0.05489002497941494,364,0.014283392069400148
gnk,166,n,166,DMeasure,0.046327524048443786,352,0.02205785642447642
gnp,166,n,166,DistributionalNBD,0.9578791981299771,364,0.29924843684753405
gnp,166,n,166,DeltaCon,10.073470537226605,364,0.18586734581401873
gnp,166,n,166,ResistancePerturbation,6.21444039958871,364,0.5706450005495617
gnp,166,n,166,QuantumJSD,0.297863959410686,364,0.007742269877277214
gnp,166,n,166,PortraitDivergence,0.1314972155841076,364,0.02987461400870468
gnp,166,n,166,PolynomialDissimilarity,0.0025515888635635267,364,2.0519755839738218e-05
gnp,166,n,166,NetSimile,8.814146524239762,364,1.289736121631151
gnp,166,n,166,NetLSD,0.535803341117205,364,0.3950995884720307
gnp,166,n,166,NonBacktrackingSpectral,0.3119640153389819,364,0.06780419746576148
gnp,166,n,166,LaplacianSpectralEUL,0.11067070543243722,364,0.01058624923602278
gnp,166,n,166,Jaccard,0.947185552687671,364,0.00394169370262417
gnp,166,n,166,IpsenMikhailov,0.05931561638335308,364,0.01856513528967363
gnp,166,n,166,HammingIpsenMikhailov,0.1288282720339892,364,0.002504444662668221
gnp,166,n,166,Hamming,0.17990655164067923,364,0.0028724867444238134
