ensemble,n,param_label,param_value,distance_label,d_mean,d_n,d_stdv
gnp,166,n,166,GraphDiffusion,1.5863713060162963,364,0.8188662224299819
gnp,166,n,166,LaplacianSpectralGJS,0.07135033531118602,364,0.009503211045404067
gnp,166,n,166,Frobenius,70.19492043056316,364,0.5607838726581494
gnk,204,n,204,Hamming,0.05745329406822876,352,0.0015320474893080087
gnk,204,n,204,GraphDiffusion,3.349245182000685,352,1.4107694701340938
gnk,204,n,204,Frobenius,48.77329622354678,352,0.6500907508155318
gnk,204,n,204,DegreeDivergence,0.028403605041523197,352,0.00892646843368896
gnk,204,n,204,DeltaCon,13.174841188702988,352,0.3704269513065139
gnk,204,n,204,HammingIpsenMikhailov,0.04436475406845507,352,0.003513556879832892
gnk,204,n,204,DMeasure,0.04312503450012805,352,0.02001808422428327
gnk,204,n,204,DistributionalNBD,1.7006902437965774,352,0.6112826784829166
gnk,204,n,204,IpsenMikhailov,0.0570405453065869,352,0.014733949716620474
gnk,204,n,204,PortraitDivergence,0.1937569908991531,352,0.03644059019258267
gnk,204,n,204,LaplacianSpectralEUL,0.11758699110763425,352,0.011783507759572888
gnk,204,n,204,LaplacianSpectralGJS,0.09430020217509621,352,0.012792386331346642
gnk,204,n,204,NetLSD,8.678864488869033,352,6.354312451036956
gnk,204,n,204,NetSimile,8.038442714028568,352,1.5961223832213536
gnk,204,n,204,NonBacktrackingSpectral,0.20444787960358518,352,0.046602594923319494
gnk,204,n,204,PolynomialDissimilarity,0.001172454294241057,352,1.563968287807733e-05
gnk,204,n,204,QuantumJSD,0.19150961382246276,352,0.004656573138759696
gnk,204,n,204,ResistancePerturbation,67.46135491482369,134,7.637005105476676
gnk,204,n,204,Jaccard,0.9850358275603308,352,0.0032092685626249856
gnp,204,n,204,ResistancePerturbation,5.272706371389964,364,0.3548713304924038
gnk,204,n,204,CommunicabilityJSD,0.001234223391672969,352,0.0011629674568108847
gnp,204,n,204,DistributionalNBD,0.7634193011509978,364,0.23898939245263676
gnp,204,n,204,QuantumJSD,0.32678227238665686,364,0.007010814303287632
gnp,204,n,204,CommunicabilityJSD,0.00015324904362660184,364,0.0001317760259877749
gnp,204,n,204,DMeasure,0.010609249895587947,364,0.005728413879924832
gnp,204,n,204,DegreeDivergence,0.04958164330326657,364,0.012355940404050672
gnp,204,n,204,DeltaCon,11.100912483754506,364,0.19980914410505904
gnp,204,n,204,Frobenius,86.32637067983582,364,0.5759259247701295
gnp,204,n,204,GraphDiffusion,1.8657232378485675,364,0.6685737593275436
gnp,204,n,204,HammingIpsenMikhailov,0.12857456141548668,364,0.002140034048605505
gnp,204,n,204,Hamming,0.17996167858852177,364,0.0024027147280286792
gnp,204,n,204,Jaccard,0.9474668466674886,364,0.0034377634403909923
gnp,204,n,204,LaplacianSpectralEUL,0.08617141174445064,364,0.008812968673407
gnp,204,n,204,LaplacianSpectralGJS,0.05414967522589485,364,0.007692448877954626
gnp,204,n,204,NetLSD,0.4452862216174263,364,0.3003917671006838
gnp,204,n,204,NetSimile,8.45514577595915,364,1.347469330905662
gnp,204,n,204,NonBacktrackingSpectral,0.366109509021788,364,0.08963640105955997
gnp,204,n,204,PolynomialDissimilarity,0.0020771048043929027,364,1.3899862123758998e-05
gnp,204,n,204,PortraitDivergence,0.10226592775218867,364,0.023743435106151223
gnp,204,n,204,IpsenMikhailov,0.05310850555362326,364,0.017113071447943776
gnk,251,n,251,NetLSD,10.753796831989558,352,7.450774642608714
gnk,251,n,251,LaplacianSpectralEUL,0.09866295562721666,352,0.010986866482895976
gnk,251,n,251,LaplacianSpectralGJS,0.08081140725282762,352,0.012202130430845542
gnk,251,n,251,NetSimile,7.615831882878495,352,1.6823182851273315
gnp,251,n,251,CommunicabilityJSD,8.857421710632175e-05,364,7.878656494369241e-05
gnk,251,n,251,PolynomialDissimilarity,0.0008605805868034994,352,1.0204084519299915e-05
gnk,251,n,251,PortraitDivergence,0.18994363347679258,352,0.030910260707215195
gnk,251,n,251,QuantumJSD,0.19211720989644673,352,0.004448496910672884
gnk,251,n,251,Jaccard,0.9880066504842182,352,0.0028102429898508143
gnk,251,n,251,NonBacktrackingSpectral,0.21210887377217608,352,0.05156518736987144
gnk,251,n,251,IpsenMikhailov,0.05111449638175439,352,0.014085427189773967
gnp,251,n,251,DeltaCon,12.216845477111898,364,0.22071311330106647
gnk,251,n,251,Hamming,0.04682729546928567,352,0.0011095713119291708
gnk,251,n,251,GraphDiffusion,3.6493923619375974,352,1.6039120317277145
gnk,251,n,251,Frobenius,54.203336482370126,352,0.6421085835964376
gnk,251,n,251,DistributionalNBD,1.4947787334164198,352,0.5527057370537146
gnk,251,n,251,DeltaCon,14.765274281474627,352,0.4169468172795314
gnk,251,n,251,DegreeDivergence,0.02274110245205287,352,0.0077919436445179156
gnk,251,n,251,DMeasure,0.04196665859264579,352,0.01820489508707646
gnk,251,n,251,CommunicabilityJSD,0.000995731537104269,352,0.0008456092663281514
gnk,251,n,251,ResistancePerturbation,83.87994355412751,117,9.661376580104411
gnk,251,n,251,HammingIpsenMikhailov,0.03686093420616427,352,0.0036136458584040956
gnp,251,n,251,DMeasure,0.007612760556955255,364,0.004269755954730586
gnp,251,n,251,DegreeDivergence,0.04361407474278873,364,0.010584714343061219
gnp,251,n,251,LaplacianSpectralGJS,0.04038866709980256,364,0.006083950154415796
gnp,251,n,251,ResistancePerturbation,4.537662189997852,364,0.2624460427857059
gnp,251,n,251,QuantumJSD,0.3571579400066397,364,0.006507246224460313
gnp,251,n,251,PortraitDivergence,0.07243013721018765,364,0.015794169191398838
gnp,251,n,251,PolynomialDissimilarity,0.0016881869512851498,364,9.857066429038259e-06
gnp,251,n,251,NonBacktrackingSpectral,0.4092908765495158,364,0.11354085259997744
gnp,251,n,251,NetSimile,8.359934013000366,364,1.3184181948445073
gnp,251,n,251,NetLSD,0.3141643077134452,364,0.21759196033624245
gnp,251,n,251,DistributionalNBD,0.5912485067582312,364,0.1754547270021139
gnp,251,n,251,LaplacianSpectralEUL,0.0662496461947855,364,0.007242581944646734
gnp,251,n,251,Jaccard,0.9475321760898101,364,0.002761954555373746
gnp,251,n,251,IpsenMikhailov,0.044042499727481144,364,0.013610760891115906
gnp,251,n,251,HammingIpsenMikhailov,0.12808642515960267,364,0.001716480648952334
gnp,251,n,251,Hamming,0.179890057746542,364,0.0020896704590916033
gnp,251,n,251,GraphDiffusion,1.9364399293821721,364,0.6080082316953977
gnp,251,n,251,Frobenius,106.24368522690504,364,0.6176930927053049
gnp,309,n,309,DeltaCon,13.449241518345781,364,0.23098022485214184
gnp,309,n,309,CommunicabilityJSD,6.551154437662218e-05,364,5.889694114450403e-05
gnk,309,n,309,CommunicabilityJSD,0.0009323654337017578,352,0.0008555659451073059
gnk,309,n,309,QuantumJSD,0.19251722743792912,352,0.003828398417037533
gnk,309,n,309,DeltaCon,16.659091583612653,352,0.44667668058091836
gnk,309,n,309,DistributionalNBD,1.346834333454799,352,0.5041522122492255
gnk,309,n,309,Frobenius,60.29951540865567,352,0.6369201348793329
gnk,309,n,309,GraphDiffusion,3.9518824208440635,352,1.840677556626499
gnk,309,n,309,Hamming,0.03820909560071901,352,0.000807453340764321
gnk,309,n,309,HammingIpsenMikhailov,0.03083938903052132,352,0.003654299815024832
gnk,309,n,309,IpsenMikhailov,0.04654258517942781,352,0.013263869705069917
gnk,309,n,309,Jaccard,0.9901936514687777,352,0.002075727035679871
gnk,309,n,309,LaplacianSpectralEUL,0.08344540185260996,352,0.01129677543965822
gnk,309,n,309,LaplacianSpectralGJS,0.06994508959499207,352,0.012360219270932343
gnk,309,n,309,NetLSD,11.5137408783051,352,8.75993271306358
gnk,309,n,309,NetSimile,7.350946508379315,352,1.587399380939563
gnk,309,n,309,NonBacktrackingSpectral,0.21766454973117955,352,0.054845669232985644
gnk,309,n,309,PolynomialDissimilarity,0.0006316472739265776,352,6.6712990719116985e-06
gnk,309,n,309,PortraitDivergence,0.17845862709665,352,0.030131953569909598
gnk,309,n,309,ResistancePerturbation,102.49027438703216,78,9.935643888638662
gnp,309,n,309,DMeasure,0.0062760021231441756,364,0.003458729335955549
gnp,309,n,309,DegreeDivergence,0.04002523483418396,364,0.009155108173811495
gnp,309,n,309,DistributionalNBD,0.4934635825842829,364,0.15230625822934793
gnk,309,n,309,DegreeDivergence,0.01950068449664946,352,0.006585040781091957
gnp,309,n,309,ResistancePerturbation,3.932255486586639,364,0.18991632937487177
gnp,309,n,309,QuantumJSD,0.388190281366626,364,0.00725496912814148
gnp,309,n,309,PortraitDivergence,0.04821737453667865,364,0.013618024691677753
gnp,309,n,309,PolynomialDissimilarity,0.0013717638925342882,364,6.17030849942967e-06
gnp,309,n,309,NonBacktrackingSpectral,0.48689900272979053,364,0.1387439258601888
gnp,309,n,309,NetSimile,8.333610084262759,364,1.3123581094237144
gnp,309,n,309,NetLSD,0.2741596420373047,364,0.19014575589598548
gnk,309,n,309,DMeasure,0.03812051801409893,352,0.018118380528866666
gnp,309,n,309,LaplacianSpectralEUL,0.0523261134691961,364,0.006481402658285626
gnp,309,n,309,LaplacianSpectralGJS,0.030599017146701643,364,0.00518570682554907
gnp,309,n,309,GraphDiffusion,1.9131593455264684,364,0.6493711057843935
gnp,309,n,309,Hamming,0.17994546361242122,364,0.0016150723828294287
gnp,309,n,309,Frobenius,130.8641496911316,364,0.5873308439564883
gnp,309,n,309,IpsenMikhailov,0.04086824498898093,364,0.014554082095923446
gnp,309,n,309,Jaccard,0.9472026394279716,364,0.0021488003425691135
gnp,309,n,309,HammingIpsenMikhailov,0.12808836588112676,364,0.001449682865364959
gnp,380,n,380,ResistancePerturbation,3.443651535242878,364,0.13835421293387976
gnp,380,n,380,QuantumJSD,0.4180412746205711,364,0.006503923630389533
gnp,380,n,380,LaplacianSpectralGJS,0.023042290220981722,364,0.004542727055306576
gnp,380,n,380,PortraitDivergence,0.028892700326814166,364,0.006959902643879758
gnp,380,n,380,PolynomialDissimilarity,0.0011161118997921999,364,4.13795671836766e-06
gnp,380,n,380,NonBacktrackingSpectral,0.5462207274247836,364,0.14418842649994548
gnp,380,n,380,NetSimile,8.423954111332407,364,1.3662994453943036
gnp,380,n,380,NetLSD,0.209634063208138,364,0.15363519996349598
gnp,380,n,380,LaplacianSpectralEUL,0.04033312100923065,364,0.005485043358710888
gnp,380,n,380,Hamming,0.18010458909421137,364,0.0013320183379928426
gnp,380,n,380,IpsenMikhailov,0.03552408802761995,364,0.012414434871084287
gnp,380,n,380,HammingIpsenMikhailov,0.1279782863088957,364,0.001143075479459526
gnp,380,n,380,GraphDiffusion,2.0168241078753524,364,0.5207286407208531
gnp,380,n,380,Frobenius,161.0537467968712,364,0.5954494039293475
gnp,380,n,380,DistributionalNBD,0.379545131963996,364,0.11231691342391563
gnp,380,n,380,DeltaCon,14.757172181213928,364,0.2512233272965103
gnp,380,n,380,DMeasure,0.0043136841299844545,364,0.0023850523695517233
gnp,380,n,380,CommunicabilityJSD,3.7381569220627095e-05,364,3.36865167430323e-05
gnp,380,n,380,Jaccard,0.9474137340258276,364,0.0017835388700781479
gnp,380,n,380,DegreeDivergence,0.03656396684999687,364,0.007973387889724064
gnk,380,n,380,ResistancePerturbation,125.05320853278539,59,12.610664881766974
gnk,380,n,380,NetLSD,13.421952733922723,352,9.248346122007499
gnk,380,n,380,QuantumJSD,0.19276600354341097,352,0.003661057866063383
gnk,380,n,380,PortraitDivergence,0.16616697749929285,352,0.0192015324890463
gnk,380,n,380,PolynomialDissimilarity,0.00046358365161621823,352,4.693715074477176e-06
gnk,380,n,380,NonBacktrackingSpectral,0.2292105051090468,352,0.062381656810785106
gnk,380,n,380,NetSimile,7.062598314557059,352,1.5599496303720817
gnk,380,n,380,LaplacianSpectralGJS,0.06076270022185781,352,0.011604120438913889
gnk,380,n,380,LaplacianSpectralEUL,0.06921478101619265,352,0.009175445752905277
gnk,380,n,380,CommunicabilityJSD,0.0008054269334259426,352,0.0006924662150585607
gnk,380,n,380,Jaccard,0.992124092332994,352,0.0017072921757931682
gnk,380,n,380,HammingIpsenMikhailov,0.02569013396112656,352,0.003146548451989674
gnk,380,n,380,Hamming,0.031110867999599535,352,0.000629926209814422
gnk,380,n,380,GraphDiffusion,4.118173834181282,352,2.057967791989907
gnk,380,n,380,Frobenius,66.93376823744504,352,0.6776531281195816
gnk,380,n,380,DistributionalNBD,1.3029543466091176,352,0.5171431373049951
gnk,380,n,380,DeltaCon,18.55890150074616,352,0.5322095709158348
gnk,380,n,380,DegreeDivergence,0.016079777147987064,352,0.005077664150552551
gnk,380,n,380,DMeasure,0.035547492103245926,352,0.015239942613209687
gnk,380,n,380,IpsenMikhailov,0.04209620979934924,352,0.011427106840339672
gnp,468,n,468,Hamming,0.17994770990223677,364,0.001164566667455269
gnp,468,n,468,GraphDiffusion,1.9211815485209474,364,0.6507034860176398
gnp,468,n,468,Frobenius,198.3134924739847,364,0.6415170980489974
gnp,468,n,468,DegreeDivergence,0.03386027547085089,364,0.006995402505039331
gnp,468,n,468,DeltaCon,16.255033746711852,364,0.29549512275797024
gnp,468,n,468,DMeasure,0.002970825950038228,364,0.0016322807318542433
gnp,468,n,468,HammingIpsenMikhailov,0.12772803424810988,364,0.000902019410167653
gnp,468,n,468,DistributionalNBD,0.27955860912211866,364,0.059096234384528115
gnp,468,n,468,IpsenMikhailov,0.031107871209058634,364,0.010623753635760073
gnp,468,n,468,QuantumJSD,0.44086830545535627,364,0.005905302744081056
gnp,468,n,468,LaplacianSpectralEUL,0.031608296666284987,364,0.004298906621889173
gnp,468,n,468,LaplacianSpectralGJS,0.01707697929323156,364,0.003433072162488328
gnp,468,n,468,NetLSD,0.16752428256561175,364,0.1205385078013269
gnp,468,n,468,NetSimile,8.26688118707685,364,1.5293671279660073
gnp,468,n,468,NonBacktrackingSpectral,0.6688293719482568,364,0.20645451403088871
gnp,468,n,468,PolynomialDissimilarity,0.0009059546604842077,364,2.9306393738332394e-06
gnp,468,n,468,PortraitDivergence,0.024611791994994144,364,0.0047594524545003375
gnp,468,n,468,CommunicabilityJSD,2.2834004983871885e-05,364,1.9342933755328835e-05
gnp,468,n,468,Jaccard,0.9473809908847223,364,0.0014624793536857955
gnk,468,n,468,ResistancePerturbation,159.290702267829,34,12.590366941344007
gnk,468,n,468,PortraitDivergence,0.15334643888753371,352,0.01692701312299489
gnp,468,n,468,ResistancePerturbation,3.0371940477045736,364,0.10856801782285727
gnk,468,n,468,NetLSD,14.63919280187701,352,9.605830894305663
gnk,468,n,468,LaplacianSpectralGJS,0.050900930371645475,352,0.01029933833444521
gnk,468,n,468,LaplacianSpectralEUL,0.057090640664456,352,0.00788508887210013
gnk,468,n,468,Jaccard,0.9935539385337607,352,0.001390957720761305
gnk,468,n,468,IpsenMikhailov,0.03659683593409519,352,0.009954422342370503
gnk,468,n,468,HammingIpsenMikhailov,0.021201699221405433,352,0.0029707805264351335
gnk,468,n,468,NetSimile,6.809176199313821,352,1.521279543189912
gnk,468,n,468,Hamming,0.025395731688371462,352,0.0004415699635139903
gnk,468,n,468,Frobenius,74.49812611961318,352,0.6480434900096994
gnk,468,n,468,DistributionalNBD,1.1109258073414598,352,0.44023759683839364
gnk,468,n,468,DeltaCon,20.71624482479398,352,0.6315160096065354
gnk,468,n,468,DegreeDivergence,0.013178415767774749,352,0.0038708968861851903
gnk,468,n,468,DMeasure,0.03233351272155199,352,0.013656813309822923
gnk,468,n,468,CommunicabilityJSD,0.0005928098010211453,352,0.00046119830919973115
gnk,468,n,468,GraphDiffusion,4.483200401625172,352,2.3922420274776006
gnk,468,n,468,QuantumJSD,0.1935188612898386,352,0.003155653058412673
gnk,468,n,468,NonBacktrackingSpectral,0.23518117165325192,352,0.0659268192580657
gnk,468,n,468,PolynomialDissimilarity,0.0003401631540258047,352,2.9597123395972186e-06
gnp,576,n,576,DegreeDivergence,0.03061790395603016,364,0.00561600720402292
gnp,576,n,576,ResistancePerturbation,2.688628899152424,364,0.08816628780067884
gnp,576,n,576,QuantumJSD,0.4436598421386341,364,0.005858656233682533
gnp,576,n,576,PortraitDivergence,0.025921094969030105,364,0.004627516297773207
gnp,576,n,576,PolynomialDissimilarity,0.0007363479875226802,364,1.8437944488539138e-06
gnp,576,n,576,NonBacktrackingSpectral,0.778085476998944,364,0.2489110438893247
gnp,576,n,576,NetSimile,8.55039853470757,364,1.4242952053240805
gnp,576,n,576,NetLSD,0.13297866452010007,364,0.09787076058305907
gnp,576,n,576,LaplacianSpectralGJS,0.01278641337249646,364,0.0026652401025156237
gnp,576,n,576,LaplacianSpectralEUL,0.024452101647357248,364,0.0036968348101627654
gnp,576,n,576,IpsenMikhailov,0.027780473066567085,364,0.009322791107082541
gnp,576,n,576,HammingIpsenMikhailov,0.12769436923340038,364,0.0007529603896474821
gnp,576,n,576,Hamming,0.18004084568202783,364,0.0009009544963333927
gnp,576,n,576,GraphDiffusion,1.6744721368761006,364,0.80393257941094
gnp,576,n,576,Frobenius,244.1908186317516,364,0.6109290084181191
gnp,576,n,576,DistributionalNBD,0.19953845615108182,364,0.03547209125813853
gnp,576,n,576,DeltaCon,17.81989296858725,364,0.31109175888721463
gnp,576,n,576,Jaccard,0.9474372357477925,364,0.0012065923483548001
gnp,576,n,576,DMeasure,0.00194743127459868,364,0.0010761543809400854
gnk,576,n,576,ResistancePerturbation,192.67774218666807,21,11.851674912032589
gnk,576,n,576,NonBacktrackingSpectral,0.2350920977988359,352,0.06542273125023
gnp,576,n,576,CommunicabilityJSD,1.562673549987159e-05,364,1.4565812778932321e-05
gnk,576,n,576,QuantumJSD,0.19351492610141321,352,0.0027885488351518995
gnk,576,n,576,PortraitDivergence,0.14882990473954788,352,0.01908166378618805
gnk,576,n,576,CommunicabilityJSD,0.0005348722022849388,352,0.0004719883802931901
gnk,576,n,576,DMeasure,0.02972482755419085,352,0.01313722690673047
gnk,576,n,576,DegreeDivergence,0.010642846155121488,352,0.0035011237747571166
gnk,576,n,576,DeltaCon,23.189614096515186,352,0.6461243050412259
gnk,576,n,576,DistributionalNBD,0.9973243951602889,352,0.41209351653208137
gnk,576,n,576,Frobenius,82.71645675299878,352,0.6652496558399256
gnk,576,n,576,PolynomialDissimilarity,0.0002493265798886748,352,2.0056124445488114e-06
gnk,576,n,576,Hamming,0.02065958178856309,352,0.000332177345896988
gnk,576,n,576,GraphDiffusion,5.048592902410032,352,2.5923156865383756
gnk,576,n,576,NetLSD,16.174221401777682,352,10.824831740812737
gnk,576,n,576,LaplacianSpectralGJS,0.04496873408270439,352,0.010274105592856294
gnk,576,n,576,NetSimile,6.6396647312499875,352,1.5733290616508238
gnk,576,n,576,Jaccard,0.9945677424970649,352,0.001153262481457265
gnk,576,n,576,IpsenMikhailov,0.03273401817593771,352,0.009471891265750794
gnk,576,n,576,HammingIpsenMikhailov,0.01790142398915329,352,0.002945050004224314
gnk,576,n,576,LaplacianSpectralEUL,0.048199596401953454,352,0.007519570583439796
gnp,709,n,709,ResistancePerturbation,2.3848772993624623,312,0.06480210527187596
gnp,709,n,709,LaplacianSpectralGJS,0.00954311346790879,312,0.0020942290704780136
gnp,709,n,709,QuantumJSD,0.39704354814304504,312,0.005204150862478989
gnp,709,n,709,PortraitDivergence,0.025514064170679633,312,0.0038157129024982282
gnp,709,n,709,PolynomialDissimilarity,0.000598255006467269,312,1.1542217853522785e-06
gnp,709,n,709,NonBacktrackingSpectral,0.8931592383949564,312,0.27594170718387995
gnp,709,n,709,NetSimile,8.542718856102534,312,1.5917655907309918
gnp,709,n,709,NetLSD,0.11169580503233512,312,0.07476887061096824
gnp,709,n,709,LaplacianSpectralEUL,0.019165368021307073,312,0.002856095359381764
gnp,709,n,709,Hamming,0.18004238496484623,312,0.0006999597773575539
gnp,709,n,709,IpsenMikhailov,0.024937170931569098,312,0.008677436015256671
gnp,709,n,709,HammingIpsenMikhailov,0.12762606600617,312,0.0005846409781486733
gnp,709,n,709,GraphDiffusion,1.8042547213132882,312,0.7980085123081267
gnp,709,n,709,Frobenius,300.6258399076574,312,0.5844358608127165
gnp,709,n,709,DistributionalNBD,0.16486705671210916,312,0.029671387555801367
gnp,709,n,709,DeltaCon,19.562898568831635,312,0.3982735536268834
gnp,709,n,709,DegreeDivergence,0.027355181595441907,312,0.0045163409513578985
gnp,709,n,709,CommunicabilityJSD,9.546044914404212e-06,312,8.615950064594423e-06
gnp,709,n,709,Jaccard,0.9474864252229898,312,0.0009874887655724268
gnp,709,n,709,DMeasure,0.0013578603138652671,312,0.0006613219917165446
gnk,709,n,709,DistributionalNBD,0.889201487215153,378,0.36517384896235205
gnk,709,n,709,CommunicabilityJSD,0.000506455321513435,378,0.0004238379452689731
gnk,709,n,709,Frobenius,91.84726216679839,378,0.6572679817230478
gnk,709,n,709,GraphDiffusion,5.1737797706931365,378,2.9619175983216164
gnk,709,n,709,Hamming,0.016806416302727396,378,0.0002404363386544039
gnk,709,n,709,HammingIpsenMikhailov,0.01541647402759193,378,0.0032212519040602404
gnk,709,n,709,IpsenMikhailov,0.03052724206777906,378,0.00912937904825709
gnk,709,n,709,Jaccard,0.9957751929912553,378,0.0009165801403269849
gnk,709,n,709,LaplacianSpectralEUL,0.041360723359120215,378,0.008229661910389206
gnk,709,n,709,LaplacianSpectralGJS,0.04071991452912207,378,0.010317776093720372
gnk,709,n,709,DeltaCon,25.845437143232594,378,0.7547647749343841
gnk,709,n,709,NetSimile,6.546154142269775,378,1.468006937166352
gnk,709,n,709,NonBacktrackingSpectral,0.2519251042562077,378,0.07017357194381525
gnk,709,n,709,PolynomialDissimilarity,0.00018271216853241827,378,1.2992509268411838e-06
gnk,709,n,709,PortraitDivergence,0.15568681632245282,378,0.02469353656558313
gnk,709,n,709,QuantumJSD,0.19339348599225487,378,0.0026354558568444093
gnk,709,n,709,ResistancePerturbation,237.13593423486182,14,12.670786651119315
gnk,709,n,709,NetLSD,18.462843451626274,378,11.177429627452529
gnk,709,n,709,DMeasure,0.027709955186660744,378,0.011362231715157921
gnk,709,n,709,DegreeDivergence,0.009182451280352236,378,0.003077527274963337
gnk,872,n,872,CommunicabilityJSD,0.0004032088079467878,378,0.0003576275017726478
gnk,872,n,872,DMeasure,0.024431399704728993,378,0.011120527647533083
gnk,872,n,872,DegreeDivergence,0.007285029133376464,378,0.00242599360284995
gnk,872,n,872,DeltaCon,28.834115900031808,378,0.8072903199098639
gnk,872,n,872,DistributionalNBD,0.7880053100262505,378,0.31290526474588476
gnk,872,n,872,Frobenius,101.94889592077082,378,0.6509730016976144
gnk,872,n,872,GraphDiffusion,5.82589434045546,378,3.289025193794856
gnk,872,n,872,Hamming,0.013685103066179326,378,0.00017484834842924598
gnk,872,n,872,HammingIpsenMikhailov,0.012786296503433815,378,0.002558077503065627
gnk,872,n,872,Jaccard,0.9965786403150433,378,0.0008011076129995775
gnk,872,n,872,LaplacianSpectralEUL,0.034444966181076446,378,0.006677183995291569
gnk,872,n,872,LaplacianSpectralGJS,0.0347667495312496,378,0.00920430970251613
gnk,872,n,872,NetLSD,20.243887359545948,378,12.71963154267491
gnk,872,n,872,NetSimile,6.493251854865359,378,1.6207148819010493
gnk,872,n,872,PolynomialDissimilarity,0.00013407846300544514,378,8.562112928144045e-07
gnk,872,n,872,PortraitDivergence,0.16337836159035687,378,0.021243862733043736
gnk,872,n,872,IpsenMikhailov,0.026912381899440813,378,0.007344344002083513
gnk,872,n,872,QuantumJSD,0.1937563199233768,378,0.0021536320056466584
gnp,872,n,872,CommunicabilityJSD,6.380965394907735e-06,312,5.882193858276356e-06
gnp,872,n,872,DegreeDivergence,0.02491676199859554,312,0.004048941782860225
gnp,872,n,872,ResistancePerturbation,2.1309486054492393,312,0.05058727627146028
gnp,872,n,872,QuantumJSD,0.2813345619103847,312,0.004414703633812723
gnp,872,n,872,PortraitDivergence,0.02440779005937966,312,0.004014006765186589
gnp,872,n,872,PolynomialDissimilarity,0.0004863852613973829,312,7.975606495059469e-07
gnp,872,n,872,NonBacktrackingSpectral,1.0940351140939935,312,0.3353114779022776
gnp,872,n,872,NetSimile,8.634846540209727,312,1.6396710941218147
gnp,872,n,872,NetLSD,0.0854471664289304,312,0.059545525296876185
gnp,872,n,872,LaplacianSpectralGJS,0.0069317420137189785,312,0.0015856926965988835
gnp,872,n,872,LaplacianSpectralEUL,0.014729405015036506,312,0.00252825114190962
gnp,872,n,872,Jaccard,0.9472997573222166,312,0.0007606071847889616
gnp,872,n,872,IpsenMikhailov,0.021962418779723873,312,0.007364890939809567
gnp,872,n,872,HammingIpsenMikhailov,0.12751970901424212,312,0.00047542399714176016
gnp,872,n,872,Hamming,0.17998321013326574,312,0.0005889207740010329
gnp,872,n,872,GraphDiffusion,1.6693444952346834,312,0.8874080404715241
gnp,872,n,872,Frobenius,369.72833701081817,312,0.6049046220746508
gnp,872,n,872,DistributionalNBD,0.13475464236141788,312,0.024213787635558506
gnp,872,n,872,DeltaCon,21.46155201620478,312,0.47182173416760975
gnp,872,n,872,DMeasure,0.0009185946024972238,312,0.0004756879672019392
gnk,872,n,872,ResistancePerturbation,303.7385029635936,5,21.529192882470085
gnk,872,n,872,NonBacktrackingSpectral,0.24623016432325998,378,0.0730155694789525
gnp,1073,n,1073,PortraitDivergence,0.022679467979494248,312,0.0033730911079054475
gnp,1073,n,1073,NetLSD,0.07535015254741008,312,0.05409132226657524
gnp,1073,n,1073,LaplacianSpectralGJS,0.005317759621345045,312,0.001323979492420745
gnp,1073,n,1073,Jaccard,0.9473505845230599,312,0.0005995936040644382
gnp,1073,n,1073,PolynomialDissimilarity,0.0003952800965825505,312,5.043701130437239e-07
gnp,1073,n,1073,IpsenMikhailov,0.02023405846180987,312,0.007429439097159236
gnp,1073,n,1073,HammingIpsenMikhailov,0.12748643505508978,312,0.0003949081729057383
gnp,1073,n,1073,Hamming,0.17997137273423433,312,0.00045875446670037194
gnk,1073,n,1073,CommunicabilityJSD,0.0003950612938954248,378,0.0003525002698797365
gnp,1073,n,1073,GraphDiffusion,1.9135824277715099,312,1.5664404441604731
gnp,1073,n,1073,DistributionalNBD,0.11455660596000367,312,0.022792837781916868
gnp,1073,n,1073,DeltaCon,23.512675905840332,312,0.5603161646633786
gnp,1073,n,1073,DegreeDivergence,0.022785590822136825,312,0.003430913132907794
gnp,1073,n,1073,DMeasure,0.0007630170362917783,312,0.0003432793439602157
gnp,1073,n,1073,CommunicabilityJSD,4.2367734508358604e-06,312,3.5824392714477285e-06
gnp,1073,n,1073,QuantumJSD,0.14578368910502043,312,0.002623352596859697
gnp,1073,n,1073,ResistancePerturbation,1.9034239077745623,312,0.04075668437433244
gnp,1073,n,1073,Frobenius,454.98661100098866,312,0.5798548521506994
gnk,1073,n,1073,DMeasure,0.022647354659933082,378,0.009856343489641988
gnp,1073,n,1073,LaplacianSpectralEUL,0.01156166811791372,312,0.0021239727727999356
gnk,1073,n,1073,DeltaCon,32.012940180398196,378,0.8671444932168456
gnp,1073,n,1073,NonBacktrackingSpectral,1.390419768940066,312,0.4565674545776681
gnp,1073,n,1073,NetSimile,8.42678647692822,312,1.6395147605857479
gnk,1073,n,1073,QuantumJSD,0.19402726325882932,378,0.0019887559441741495
gnk,1073,n,1073,PortraitDivergence,0.17136907385430267,378,0.0215336032223237
gnk,1073,n,1073,DegreeDivergence,0.006075435869581727,378,0.001905415289914873
gnk,1073,n,1073,NonBacktrackingSpectral,0.2574793042139721,378,0.08215861254539095
gnk,1073,n,1073,NetSimile,6.19517143195105,378,1.4475067507682335
gnk,1073,n,1073,NetLSD,23.095270113988974,378,14.441959262421506
gnk,1073,n,1073,LaplacianSpectralGJS,0.03239096184991057,378,0.008671587757998358
gnk,1073,n,1073,PolynomialDissimilarity,9.826756812873117e-05,378,5.713862306664906e-07
