p,path_length,clustering
4.15e-05,1.0014965384709746,1.0000195393365272
4.91e-05,0.9917429112235036,0.9999682215687914
5.8099999999999996e-05,0.9826639987073005,0.9999003123423136
6.87e-05,0.9892921882573937,0.9999628196985034
8.13e-05,0.9914626228504739,0.9999525175601685
9.620000000000001e-05,0.9775129209576815,0.9998844154097519
0.00011379999999999999,0.9778832724741375,0.9998626921742366
0.0001347,0.9638882234176712,0.9997725195252146
0.00015930000000000002,0.9133518432986707,0.9994956350881666
0.0001885,0.9266018213396552,0.9995545154743057
0.00020469999999999996,0.9119747334946162,0.9994620277380177
0.000223,0.9198793791035318,0.9995336025193337
0.0002358,0.9065599635543279,0.9994382209239626
0.0002638,0.8964254239285893,0.999334003412192
0.0002717,0.8929656726274426,0.9993114698961333
0.0003122,0.8838516454039076,0.9991920499779806
0.00031299999999999996,0.8596885463921491,0.9991235619796863
0.00036060000000000004,0.8740226899146624,0.9991042310010126
0.00036930000000000003,0.8558320648323539,0.9990669966808132
0.0004155,0.8366418067221495,0.9988748444377111
0.000437,0.8462859879430901,0.9988983811582517
0.00047860000000000003,0.8303507576571993,0.9987511338911581
0.000517,0.8134985686801658,0.9987230132978308
0.0005514,0.7776499630792871,0.9984962505000975
0.0006117000000000001,0.7904741308420742,0.9984548335889036
0.0006353,0.7558751653166318,0.9982069726292171
0.0007237,0.7431798998643165,0.998153748772965
0.0007319,0.747425988637739,0.998064671931916
0.0008432,0.704106363946138,0.997729902596253
0.0008562000000000001,0.7185451884520498,0.997709853940527
0.0009714000000000001,0.6671321868820698,0.9972590987328229
0.001013,0.6694800841342137,0.9973014493958808
0.0011192,0.6321479156851568,0.9968306532494083
0.0011985,0.6220612131566589,0.9965453033099232
0.0012894,0.6112297933287819,0.9966251661036526
0.001418,0.5812535251981925,0.9959776284783141
0.0014855,0.5865677220708928,0.996023544375762
0.0016777,0.5414560690953838,0.9951116237846133
0.0017114,0.5538130794455346,0.9955446145560274
0.0019715999999999996,0.5138272805914862,0.9946781391279158
0.0019850000000000002,0.49413837610955685,0.9942851144796756
0.0022714000000000002,0.48641046801005633,0.9940087625126984
0.0023485,0.46968417254194206,0.9936151050739386
0.0026169,0.4417312241112713,0.9927805624161868
0.0027785,0.4154754991902861,0.9919660221124156
0.0030148,0.4034455996703871,0.9912535077044698
0.0032874000000000002,0.3956683234967044,0.9910427653106196
0.0034733000000000003,0.3754330823474835,0.9901846010457941
0.0038894,0.3602606750062351,0.9890117238179891
0.0040016,0.34153332307139433,0.9881499557339857
0.004601699999999999,0.32281047674569247,0.986878304255652
0.004610100000000001,0.32623882609305294,0.9872714572860047
0.005311199999999999,0.29799676536976205,0.9846435245604646
0.005444399999999999,0.29593546295135764,0.9845005524878558
0.006118899999999999,0.2794048841711591,0.9827699938884746
0.006441500000000001,0.26956618788462633,0.981589680319754
0.0070494,0.26145752053619076,0.9799985952050426
0.0076211,0.2511489649268997,0.9785012662138252
0.0081215,0.24222471841496798,0.9769726091811032
0.009016799999999998,0.23022144916168172,0.974278503544535
0.0093566,0.22624308203177576,0.9731730262240093
0.0106681,0.2132268410467597,0.9697562541710621
0.010779500000000001,0.21283476351530678,0.9695649115069617
0.012418799999999999,0.20113894410858288,0.9653975145004159
0.012621799999999999,0.19689997932933082,0.9640082629028293
0.014307399999999998,0.18738836856241636,0.9595775015688707
0.0149333,0.18211926986003343,0.9569711454566526
0.0164832,0.17556216237656816,0.9536032673452277
0.0176681,0.17126260109336486,0.9500109148647555
0.0189899,0.16626533068477745,0.9462316057582404
0.0209037,0.1603721752184667,0.941123930446159
0.0218778,0.156497514928954,0.9379574544037778
0.0247319,0.15031206593978014,0.9308945616178282
0.025204900000000002,0.14918954219324213,0.9293505590642389
0.029037999999999998,0.14218450863282692,0.9186804319959452
0.029261099999999998,0.1417431304167533,0.9183615553835949
0.033454000000000005,0.1348980831557631,0.9062651395307038
0.034619800000000006,0.13428576578001725,0.9048854373173197
0.0385416,0.12881794854859022,0.8926057037346439
0.040959800000000005,0.1263079385874278,0.8858650703946206
0.0444029,0.12357740340458025,0.8778857019079412
0.048461000000000004,0.1199167119335376,0.8662040033947647
0.0511555,0.11783721306797246,0.8582783761782466
0.057335800000000006,0.11391870558620111,0.8417719926842993
0.058935,0.11331430695851642,0.8395112115910511
0.06783589999999999,0.10898877823091399,0.8173926925174969
0.06789769999999999,0.10891126251764291,0.8165207692951055
0.07822330000000001,0.1048789951282506,0.791342638283594
0.0802589,0.10416146492942054,0.7864355837930423
0.0901192,0.10084858205914214,0.7600053384811356
0.094957,0.0996468537473154,0.7495504080561792
0.1038243,0.097497271319612,0.7283114940854916
0.11234680000000001,0.0955734059572824,0.7086402342798607
0.1196135,0.09437082815732013,0.6942785564256555
