ensemble,n,k,param_label,param_value,distance_label,d_mean,d_n,d_stdv
scm,1000,12,gamma,2.31,QuantumJSD,0.33149290193133935,1172,0.12402498709636149
scm,1000,12,gamma,2.31,ResistancePerturbation,177.84133968638372,1,
scm,1000,12,gamma,2.36,CommunicabilityJSD,0.018061233937709375,1172,0.04127997893722386
scm,1000,12,gamma,2.36,DMeasure,0.09508586411972607,1172,0.09038410354542309
scm,1000,12,gamma,2.36,DegreeDivergence,0.13787885357380383,1172,0.21862031440738208
scm,1000,12,gamma,2.36,DeltaCon,10.143881515350987,1172,6.98948710059584
scm,1000,12,gamma,2.36,DistributionalNBD,6.329259968292597,1172,7.481583710263235
scm,1000,12,gamma,2.36,Frobenius,149.03840406144244,1172,73.45261316355615
scm,1000,12,gamma,2.36,GraphDiffusion,13.682474689306355,1172,86.11080717566618
scm,1000,12,gamma,2.36,Hamming,0.02763074375745614,1172,0.04824269913402823
scm,1000,12,gamma,2.36,HammingIpsenMikhailov,0.0787331239800231,1172,0.1060983296596534
scm,1000,12,gamma,2.36,IpsenMikhailov,0.16385590175444556,1172,0.18549054013344896
scm,1000,12,gamma,2.36,Jaccard,0.9953628635209141,1172,0.0014392305844535347
scm,1000,12,gamma,2.36,LaplacianSpectralEUL,0.23531401533732607,1172,0.30552619119238783
scm,1000,12,gamma,2.36,LaplacianSpectralGJS,0.13044529708236255,1172,0.11914355588219143
scm,1000,12,gamma,2.36,NetLSD,115.89610520098792,1172,99.60004955024472
scm,1000,12,gamma,2.36,NetSimile,9.015349612425533,1172,5.546597857318287
scm,1000,12,gamma,2.36,NonBacktrackingSpectral,1.1897590752296896,1172,2.7699621853983065
scm,1000,12,gamma,2.36,PolynomialDissimilarity,0.00015167346976582697,1172,8.587026041416295e-05
scm,1000,12,gamma,2.36,PortraitDivergence,0.40275692003374897,1172,0.16825246355437212
scm,1000,12,gamma,2.36,QuantumJSD,0.33872266829580927,1172,0.12703743666459746
scm,1000,12,gamma,2.41,CommunicabilityJSD,0.01560844326158974,1172,0.036597286196353024
scm,1000,12,gamma,2.41,DMeasure,0.08975260250722741,1172,0.08519908259400108
scm,1000,12,gamma,2.41,DegreeDivergence,0.12776665289763,1172,0.2101071225046899
scm,1000,12,gamma,2.41,DeltaCon,10.211827235631716,1172,6.703289993228008
scm,1000,12,gamma,2.41,DistributionalNBD,5.9262295811391414,1172,7.058331573691064
scm,1000,12,gamma,2.41,Frobenius,150.4787343110141,1172,71.3005142423702
scm,1000,12,gamma,2.41,GraphDiffusion,11.278178904811758,1172,56.17174709788071
scm,1000,12,gamma,2.41,Hamming,0.02775101128525789,1172,0.04710904886769163
scm,1000,12,gamma,2.41,HammingIpsenMikhailov,0.07303472179219457,1172,0.10110853204556719
scm,1000,12,gamma,2.41,IpsenMikhailov,0.15126656277236766,1172,0.176222667784618
scm,1000,12,gamma,2.41,Jaccard,0.9951226678653228,1172,0.0014646143649191814
scm,1000,12,gamma,2.41,LaplacianSpectralEUL,0.2017989742328909,1172,0.2955454573726411
scm,1000,12,gamma,2.41,LaplacianSpectralGJS,0.11891003800499873,1172,0.11457473011686263
scm,1000,12,gamma,2.41,NetLSD,93.70172824098881,1172,78.86049397997284
scm,1000,12,gamma,2.41,NetSimile,8.925598439061554,1172,5.2633202934897785
scm,1000,12,gamma,2.41,NonBacktrackingSpectral,1.1393629343322154,1172,2.6892343022131904
scm,1000,12,gamma,2.41,PolynomialDissimilarity,0.00015299069816076963,1172,8.346861714207549e-05
scm,1000,12,gamma,2.41,PortraitDivergence,0.39321623305006964,1172,0.16162005637943727
scm,1000,12,gamma,2.41,QuantumJSD,0.34221386486201727,1172,0.12283113420290358
scm,1000,12,gamma,2.41,ResistancePerturbation,184.1318826941311,3,
scm,1000,12,gamma,2.46,CommunicabilityJSD,0.010616105135015423,1172,0.027894829627010263
scm,1000,12,gamma,2.46,DMeasure,0.07748609877428884,1172,0.07167925682759749
scm,1000,12,gamma,2.46,DegreeDivergence,0.10208258061651014,1172,0.1765354670787297
scm,1000,12,gamma,2.46,DeltaCon,9.949570804767598,1172,5.2994749033400455
scm,1000,12,gamma,2.46,DistributionalNBD,4.887483856115617,1172,6.035099701797763
scm,1000,12,gamma,2.46,Frobenius,146.95089504864106,1172,56.105676937631294
scm,1000,12,gamma,2.46,GraphDiffusion,10.696869791023357,1172,34.450239728842405
scm,1000,12,gamma,2.46,Hamming,0.024764481947701148,1172,0.03704449173640682
scm,1000,12,gamma,2.46,HammingIpsenMikhailov,0.059047725583125446,1172,0.08751902239477312
scm,1000,12,gamma,2.46,IpsenMikhailov,0.12468103506485949,1172,0.15692463956073932
scm,1000,12,gamma,2.46,Jaccard,0.9950506931016672,1172,0.0013022892806893631
scm,1000,12,gamma,2.46,LaplacianSpectralEUL,0.15321694015458626,1172,0.24658862369161913
scm,1000,12,gamma,2.46,LaplacianSpectralGJS,0.10043264620603523,1172,0.0978307907475808
scm,1000,12,gamma,2.46,NetLSD,68.31222869845755,1172,56.07307557166293
scm,1000,12,gamma,2.46,NetSimile,8.363147189260488,1172,4.821564892225253
scm,1000,12,gamma,2.46,NonBacktrackingSpectral,0.9263540354127131,1172,2.147570073650075
scm,1000,12,gamma,2.46,PolynomialDissimilarity,0.00014855627981651354,1172,6.5580376012209e-05
scm,1000,12,gamma,2.46,PortraitDivergence,0.3697964554642829,1172,0.14523884501321774
scm,1000,12,gamma,2.46,QuantumJSD,0.33691286122273334,1172,0.0967251604810486
scm,1000,12,gamma,2.51,CommunicabilityJSD,0.007907091215421191,1172,0.022081331016930928
